@relation complex8_clustered

@attribute Instance_number numeric
@attribute x numeric
@attribute y numeric
@attribute class {0,1,2,3,4,5,6,7}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
810,132.883,82.874,3,cluster2
811,133.179,90.397,3,cluster2
812,133.755,93.225,3,cluster2
813,134.411,80.027,3,cluster2
814,136.888,63.247,3,cluster2
815,137.557,82.487,3,cluster2
816,138.322,52.055,3,cluster2
817,139.097,88.59,3,cluster2
818,139.247,52.484,3,cluster2
819,139.864,81.763,3,cluster2
820,140.329,90.265,3,cluster2
821,140.81,52.179,3,cluster2
822,141.162,61.581,3,cluster2
823,141.492,92.94,3,cluster2
824,142.308,63.537,3,cluster2
825,143.042,57.887,3,cluster2
826,144.075,50.124,3,cluster2
827,145.616,70.385,3,cluster2
828,146.775,77.422,3,cluster2
829,147.703,84.201,3,cluster2
830,148.922,42.972,3,cluster2
831,149.038,75.295,3,cluster2
832,149.587,42.701,3,cluster2
833,149.917,59.291,3,cluster2
834,152.073,43.234,3,cluster2
835,152.474,95.42,3,cluster2
836,152.883,71.206,3,cluster2
837,153.719,87.626,3,cluster2
838,154.131,96.51,3,cluster2
839,154.392,46.112,3,cluster2
840,154.686,39.223,3,cluster2
841,155.18,69.093,3,cluster2
842,156.204,81.21,3,cluster2
843,156.851,91.208,3,cluster2
844,157.62,88.902,3,cluster2
845,158.011,88.12,3,cluster2
846,158.285,88.965,3,cluster2
847,158.606,42.57,3,cluster2
848,161.177,77.037,3,cluster2
849,161.465,71.657,3,cluster2
850,162.31,89.163,3,cluster2
851,163.53,88.975,3,cluster2
852,163.767,65.833,3,cluster2
853,165.344,62.451,3,cluster2
854,167.697,82.038,3,cluster2
855,168.233,60.035,3,cluster2
856,168.664,54.343,3,cluster2
857,169.22,83.732,3,cluster2
858,170.695,75.392,3,cluster2
859,170.993,67.087,3,cluster2
860,171.253,69.994,3,cluster2
861,171.6,72.319,3,cluster2
862,172.086,54.77,3,cluster2
863,174.307,63.59,3,cluster2
864,174.961,51.181,3,cluster2
865,175.306,57.132,3,cluster2
866,175.675,85.154,3,cluster2
867,176.225,60.676,3,cluster2
868,177.422,48.042,3,cluster2
869,178.532,38.528,3,cluster2
870,179.289,38.267,3,cluster2
871,180.322,61.561,3,cluster2
872,182.166,40.855,3,cluster2
873,182.69,50.331,3,cluster2
874,183.39,85.896,3,cluster2
875,183.61,68.512,3,cluster2
876,184.591,76.374,3,cluster2
877,185.472,74.38,3,cluster2
878,185.61,77.854,3,cluster2
879,185.938,60.224,3,cluster2
880,186.136,61.699,3,cluster2
881,186.442,64.75,3,cluster2
882,186.704,91.046,3,cluster2
883,187.69,62.835,3,cluster2
884,187.95,91.721,3,cluster2
885,188.717,59.453,3,cluster2
886,189.725,55.706,3,cluster2
887,190.862,47.475,3,cluster2
888,191.617,93.426,3,cluster2
889,192.774,57.081,3,cluster2
890,193.39,69.729,3,cluster2
891,194.738,88.856,3,cluster2
892,194.948,85.251,3,cluster2
893,196.382,61.135,3,cluster2
894,197.382,91.451,3,cluster2
895,198.151,70.459,3,cluster2
896,198.896,92.014,3,cluster2
897,199.346,45.374,3,cluster2
898,200.184,90.579,3,cluster2
899,200.288,71.313,3,cluster2
900,201.004,94.303,3,cluster2
901,202.27,44.882,3,cluster2
902,203.374,66.095,3,cluster2
903,205.069,75.118,3,cluster2
904,205.719,50.086,3,cluster2
905,206.605,39.759,3,cluster2
906,207.196,44.224,3,cluster2
907,208.581,88.991,3,cluster2
908,209.378,74.42,3,cluster2
909,210.508,66.553,3,cluster2
910,211.211,87.259,3,cluster2
911,212.047,62.406,3,cluster2
912,213.648,56.196,3,cluster2
913,214.136,52.492,3,cluster2
914,215.333,62.461,3,cluster2
915,215.711,51.128,3,cluster2
916,216.664,89.533,3,cluster2
917,216.957,58.002,3,cluster2
918,217.56,89.709,3,cluster2
919,218.142,62.487,3,cluster2
920,218.712,62.188,3,cluster2
921,219.774,43.489,3,cluster2
922,220.216,86.898,3,cluster2
923,220.599,79.91,3,cluster2
924,222.071,52.333,3,cluster2
925,223.48,72.01,3,cluster2
926,224.339,72.518,3,cluster2
927,225.532,41.204,3,cluster2
928,226.199,90.138,3,cluster2
929,226.773,53.108,3,cluster2
930,227.091,49.349,3,cluster2
931,229.049,72.15,3,cluster2
932,229.812,56.575,3,cluster2
933,230.128,74.606,3,cluster2
934,232.164,81.685,3,cluster2
935,233.352,61.882,3,cluster2
936,234.184,72.322,3,cluster2
937,234.561,68.49,3,cluster2
938,235.12,63.464,3,cluster2
939,236.365,58.842,3,cluster2
940,237.963,43.493,3,cluster2
941,239.496,52.424,3,cluster2
942,240.379,79.313,3,cluster2
943,241.285,56.515,3,cluster2
944,242.707,86.626,3,cluster2
945,243.848,73.486,3,cluster2
946,244.328,50.502,3,cluster2
947,245.503,58.238,3,cluster2
948,247.604,88.236,3,cluster2
949,249.017,75.836,3,cluster2
950,249.916,41.877,3,cluster2
951,250.626,76.032,3,cluster2
952,251.214,75.53,3,cluster2
953,252.941,78.521,3,cluster2
954,256.725,44.221,3,cluster2
955,257.692,79.27,3,cluster2
956,258.448,43.265,3,cluster2
957,259.4,60.697,3,cluster2
958,260.526,64.885,3,cluster2
959,260.949,61.861,3,cluster2
960,262.137,65.716,3,cluster2
961,263.49,68.789,3,cluster2
962,264.564,83.02,3,cluster2
963,265.939,85.714,3,cluster2
964,267.149,71.208,3,cluster2
965,267.577,64.794,3,cluster2
966,268.566,64.402,3,cluster2
967,268.832,62.947,3,cluster2
968,270.193,61.842,3,cluster2
969,270.907,75.431,3,cluster2
970,272.251,76.767,3,cluster2
971,274.057,57.467,3,cluster2
972,274.713,56.921,3,cluster2
973,275.826,85.578,3,cluster2
974,276.736,55.24,3,cluster2
975,276.994,50.804,3,cluster2
976,278.203,44.936,3,cluster2
977,278.654,80.64,3,cluster2
978,279.981,85.693,3,cluster2
979,280.538,46.481,3,cluster2
980,281.017,46.503,3,cluster2
981,281.581,52.053,3,cluster2
982,281.775,56.956,3,cluster2
983,282.448,83.449,3,cluster2
984,284.784,85.639,3,cluster2
985,285.346,84.195,3,cluster2
986,285.816,83.059,3,cluster2
987,286.705,87.379,3,cluster2
988,287.922,68.7,3,cluster2
989,288.775,55.605,3,cluster2
990,290.721,72.844,3,cluster2
991,291.944,48.623,3,cluster2
992,293.111,66.996,3,cluster2
993,295.278,57.284,3,cluster2
994,297.164,81.626,3,cluster2
995,297.622,77.822,3,cluster2
996,300.619,54.293,3,cluster2
997,301.24,67.744,3,cluster2
998,302.009,45.413,3,cluster2
999,302.212,71.154,3,cluster2
1000,303.245,71.639,3,cluster2
1001,304.637,46.342,3,cluster2
1002,305.991,68.517,3,cluster2
1003,307.776,63.824,3,cluster2
1004,308.773,64.917,3,cluster2
1005,309.122,66.194,3,cluster2
1006,310.161,77.431,3,cluster2
1007,311.262,80.928,3,cluster2
1008,312.144,76.836,3,cluster2
1009,312.881,78.538,3,cluster2
1010,314.322,61.281,3,cluster2
1011,315.441,46.009,3,cluster2
1012,316.111,67.115,3,cluster2
1013,318.039,67.135,3,cluster2
1014,320.769,74.333,3,cluster2
1015,322.16,78.744,3,cluster2
1016,323.978,50.357,3,cluster2
1017,326.427,72.615,3,cluster2
1018,327.47,59.251,3,cluster2
1019,328.444,61.955,3,cluster2
1020,329.155,45.002,3,cluster2
1021,330.036,80.932,3,cluster2
1022,331.706,48.948,3,cluster2
1023,334.272,46.132,3,cluster2
1024,335.207,50.155,3,cluster2
1025,336.559,52.831,3,cluster2
1026,337.243,55.359,3,cluster2
1027,338.274,74.516,3,cluster2
1028,339.262,48.903,3,cluster2
1029,340.858,74.988,3,cluster2
1030,341.722,79.242,3,cluster2
1031,342.302,67.469,3,cluster2
1032,343.49,81.079,3,cluster2
1033,344.244,49.789,3,cluster2
1034,346.019,48.244,3,cluster2
1035,347.603,67.166,3,cluster2
1036,348.298,63.024,3,cluster2
1037,349.743,76.385,3,cluster2
1038,350.902,48.533,3,cluster2
1039,351.801,78.05,3,cluster2
1040,352.975,72.493,3,cluster2
1041,354.22,70.427,3,cluster2
1042,355.118,71.092,3,cluster2
1043,356.428,78.265,3,cluster2
1044,357.412,70.52,3,cluster2
1045,357.851,57.674,3,cluster2
1046,361.262,61.678,3,cluster2
1047,362.116,74.956,3,cluster2
1048,363.833,69.576,3,cluster2
1049,364.162,50.608,3,cluster2
1050,365.168,70.519,3,cluster2
1051,366.817,79.558,3,cluster2
1052,367.494,63.749,3,cluster2
1053,368.624,70.051,3,cluster2
1054,369.742,53.672,3,cluster2
1055,370.865,76.36,3,cluster2
1056,371.122,77.172,3,cluster2
1057,371.939,70.299,3,cluster2
1058,372.808,54.15,3,cluster2
1059,373.894,74.103,3,cluster2
1060,375.607,75.367,3,cluster2
1061,375.795,64.978,3,cluster2
1062,378.162,76.049,3,cluster2
1063,379.772,73.963,3,cluster2
1064,381.339,78.152,3,cluster2
1065,381.711,64.804,3,cluster2
1066,384.332,69.501,3,cluster2
1067,386.181,48.463,3,cluster2
1068,387.533,49.403,3,cluster2
1069,388.474,48.509,3,cluster2
1070,389.93,73.889,3,cluster2
1071,390.384,59.937,3,cluster2
1072,391.786,72.13,3,cluster2
1073,392.926,63.488,3,cluster2
1074,393.553,67.943,3,cluster2
1075,394.626,78.583,3,cluster2
1076,395.643,65.311,3,cluster2
1077,396.715,61.735,3,cluster2
1078,399.499,55.847,3,cluster2
1079,400.204,61.959,3,cluster2
1080,400.882,48.857,3,cluster2
1081,401.445,53.554,3,cluster2
1082,401.961,72.637,3,cluster2
1083,402.865,50.064,3,cluster2
1084,404.213,58.824,3,cluster2
1085,405.133,59.514,3,cluster2
1086,406.462,75.161,3,cluster2
1087,407.734,61.151,3,cluster2
1088,409.517,76.146,3,cluster2
1089,410.738,55.98,3,cluster2
1090,412.46,48.352,3,cluster2
1091,414.745,59.642,3,cluster2
1092,416.578,58.682,3,cluster2
1093,417.472,72.913,3,cluster2
1094,419.479,61.671,3,cluster2
1095,421.539,65.509,3,cluster2
1096,422.855,57.896,3,cluster2
1097,423.308,72.312,3,cluster2
1098,424.876,63.659,3,cluster2
1099,427.301,52.866,3,cluster2
1100,428.306,56.496,3,cluster2
1101,429.491,63.914,3,cluster2
1102,431.457,51.741,3,cluster2
1103,431.817,52.7,3,cluster2
1104,433.348,54.709,3,cluster2
1105,434.718,55.796,3,cluster2
1106,435.7,59.384,3,cluster2
1107,436.188,52.454,3,cluster2
1108,438.046,50.671,3,cluster2
1109,439.489,51.076,3,cluster2
1110,440.297,51.044,3,cluster2
1111,442.533,59.002,3,cluster2
1112,444.359,57.847,3,cluster2
1113,445.847,63.321,3,cluster2
1114,447.009,53.556,3,cluster2
1115,448.248,59.269,3,cluster2
1116,449.252,55.079,3,cluster2
1117,451.058,56.084,3,cluster2
1118,452.231,60.751,3,cluster2
1119,455.288,73.972,3,cluster2
1120,480.872,334.831,4,?
1121,485.216,241.477,4,?
1122,486.035,325.079,4,?
1123,486.356,232.863,4,?
1124,486.759,278.795,4,cluster3
1125,487.7,327.89,4,?
1126,488.121,266.233,4,cluster3
1127,488.824,188.719,4,cluster0
1128,489.661,208.594,4,?
1129,490.141,317.891,4,?
1130,491.006,262.795,4,cluster3
1131,491.867,273.072,4,cluster3
1132,492.522,349.435,4,?
1133,493.272,348.466,4,?
1134,493.839,175.772,4,cluster0
1135,494.508,372.029,4,?
1136,494.83,174.778,4,cluster0
1137,495.311,262.529,4,cluster3
1138,495.699,232.135,4,?
1139,495.73,175.982,4,cluster0
1140,496.058,311.919,4,?
1141,496.213,346.151,4,?
1142,497.08,251.411,4,cluster3
1143,497.592,277.648,4,cluster3
1144,498.615,321.004,4,?
1145,499.348,327.046,4,?
1146,500.261,264.723,4,cluster3
1147,500.896,228.076,4,?
1148,502.061,308.524,4,?
1149,502.412,273.52,4,cluster3
1150,503.806,193.192,4,cluster0
1151,505.413,338.048,4,?
1152,506.234,203.63,4,?
1153,506.661,272.982,4,cluster3
1154,507.103,198.025,4,?
1155,507.867,231.304,4,?
1156,508.158,194.442,4,cluster0
1157,508.522,181.015,4,cluster0
1158,509.631,331.831,4,?
1159,510.06,299.833,4,?
1160,510.995,164.336,4,cluster0
1161,511.274,185.284,4,cluster0
1162,512.052,330.97,4,?
1163,512.474,312.885,4,?
1164,512.707,363.166,4,?
1165,513.433,272.337,4,cluster3
1166,513.942,309.618,4,?
1167,514.896,338.554,4,?
1168,515.489,181.802,4,cluster0
1169,515.637,172.259,4,cluster0
1170,515.971,168.484,4,cluster0
1171,516.882,243.334,4,?
1172,517.255,357.003,4,?
1173,517.496,170.072,4,cluster0
1174,517.887,375.45,4,?
1175,518.631,258.059,4,cluster3
1176,518.912,262.173,4,cluster3
1177,519.05,275.865,4,cluster3
1178,521.297,365.091,4,?
1179,521.577,324.102,4,?
1180,521.922,265.562,4,cluster3
1181,522.173,361.623,4,?
1182,522.66,266.664,4,cluster3
1183,523.306,331.784,4,?
1184,523.525,289.952,4,cluster0
1185,524.095,255.166,4,cluster3
1186,525.058,322.106,4,?
1187,525.683,310.979,4,?
1188,526.41,204.544,4,?
1189,526.837,185.48,4,cluster0
1190,527.096,366.064,4,?
1191,527.808,306.467,4,?
1192,528.442,254.458,4,cluster3
1193,529.27,198.847,4,?
1194,529.626,263.193,4,cluster3
1195,530.131,166.028,4,cluster0
1196,530.802,293.405,4,cluster0
1197,531.122,365.629,4,?
1198,531.457,227.77,4,?
1199,531.702,296.293,4,cluster0
1200,532.02,283.149,4,cluster0
1201,532.132,199.358,4,?
1202,532.647,326.492,4,?
1203,532.878,234.675,4,?
1204,533.192,160.673,4,cluster0
1205,533.877,220.304,4,?
1206,534.15,274.941,4,cluster3
1207,534.923,201.415,4,?
1208,535.435,167.846,4,cluster0
1209,535.984,204.646,4,?
1210,536.212,234.512,4,?
1211,536.616,227.524,4,?
1212,536.745,174.493,4,cluster0
1213,537.329,309.338,4,?
1214,537.521,244.539,4,?
1215,538.817,379.651,4,?
1216,539.194,278.559,4,cluster0
1217,539.774,172.602,4,cluster0
1218,539.844,314.595,4,cluster0
1219,540.037,277,4,cluster0
1220,540.395,329.338,4,?
1221,540.609,163.443,4,cluster0
1222,540.875,203.393,4,?
1223,541.6,359.202,4,?
1224,541.962,207.813,4,cluster0
1225,543.076,233.018,4,cluster0
1226,543.266,165.854,4,cluster0
1227,544.265,350.96,4,cluster0
1228,544.443,172.071,4,cluster0
1229,545.03,301.581,4,cluster0
1230,545.303,301.635,4,cluster0
1231,545.665,172.952,4,cluster0
1232,545.98,364.976,4,?
1233,546.914,359.652,4,cluster0
1234,548.245,348.933,4,cluster0
1235,548.338,342.74,4,cluster0
1236,548.628,227.947,4,cluster0
1237,549.035,290.121,4,cluster0
1238,549.559,170.365,4,cluster0
1239,549.987,290.017,4,cluster0
1240,552.43,368.72,4,cluster0
1241,20.163,135.455,5,cluster5
1242,22.54,133.792,5,cluster5
1243,23.601,139.432,5,cluster5
1244,27.562,131.582,5,cluster5
1245,29.526,136.135,5,cluster5
1246,32.592,135.646,5,cluster5
1247,34.601,149.79,5,cluster5
1248,38.274,145.324,5,cluster5
1249,40.537,149.816,5,?
1250,46.921,131.675,5,cluster5
1251,48.715,151.548,5,cluster5
1252,54.139,129.718,5,cluster5
1253,54.596,127.531,5,cluster5
1254,55.752,131.06,5,cluster5
1255,56.923,131.517,5,cluster5
1256,57.837,132.443,5,cluster5
1257,58.408,132.9,5,cluster5
1258,59.909,131.622,5,cluster5
1259,61.463,133.798,5,cluster5
1260,63.28,128.257,5,cluster5
1261,65.549,138.53,5,cluster5
1262,68.142,144.341,5,cluster5
1263,70.974,135.507,5,cluster5
1264,71.675,126.72,5,cluster5
1265,73.756,131.251,5,cluster5
1266,75.71,129.162,5,cluster5
1267,76.753,144.234,5,cluster5
1268,78.764,145.557,5,cluster5
1269,81.256,146.509,5,cluster5
1270,82.402,142.087,5,cluster5
1271,83.626,142.361,5,cluster5
1272,84.094,124.809,5,cluster5
1273,88.248,151.101,5,cluster5
1274,89.82,147.771,5,cluster5
1275,90.21,124.418,5,cluster5
1276,91.216,127.902,5,cluster5
1277,92.038,147.397,5,cluster5
1278,94.98,123.231,5,cluster5
1279,97.174,149.764,5,cluster5
1280,99.236,140.842,5,cluster5
1281,99.415,132.784,5,cluster5
1282,100.697,148.987,5,cluster5
1283,101.718,151.445,5,cluster5
1284,102.192,128.267,5,cluster5
1285,102.345,156.875,5,cluster5
1286,104.671,131.178,5,cluster5
1287,105.947,120.576,5,cluster5
1288,106.423,153.835,5,cluster5
1289,109.149,137.643,5,cluster5
1290,110.612,143.044,5,cluster5
1291,112.654,145.227,5,cluster5
1292,113.741,153.157,5,cluster5
1293,117.786,150.827,5,cluster5
1294,120.133,119.53,5,cluster5
1295,122.344,126.998,5,cluster5
1296,122.97,130.338,5,cluster5
1297,124.424,123.629,5,cluster5
1298,126.069,150.593,5,cluster5
1299,128.502,137.405,5,cluster5
1300,129.8,148.397,5,cluster5
1301,130.996,142.945,5,cluster5
1302,132.985,139.085,5,cluster5
1303,138.954,151.225,5,cluster5
1304,139.725,142.143,5,cluster5
1305,141.033,136.615,5,cluster5
1306,143.928,119.499,5,cluster5
1307,145.088,127.996,5,cluster5
1308,147.137,145.576,5,cluster5
1309,150.874,143.991,5,cluster5
1310,151.57,132.643,5,cluster5
1311,152.641,126.352,5,cluster5
1312,154.816,124.228,5,cluster5
1313,155.562,137.586,5,cluster5
1314,156.685,116.021,5,cluster5
1315,159.459,159.694,5,cluster5
1316,160.652,135.253,5,cluster5
1317,161.822,145.008,5,cluster5
1318,163.865,133.157,5,cluster5
1319,164.448,146.123,5,cluster5
1320,166.413,127.977,5,cluster5
1321,167.876,124.219,5,cluster5
1322,168.858,116.553,5,cluster5
1323,170.047,154.26,5,cluster5
1324,174.158,123.771,5,cluster5
1325,176.448,134.225,5,cluster5
1326,178.697,124.466,5,cluster5
1327,179.603,125.417,5,cluster5
1328,180.723,152.672,5,cluster5
1329,183.14,149.104,5,cluster5
1330,185.67,143.05,5,cluster5
1331,189.056,120.449,5,cluster5
1332,190.099,136.46,5,cluster5
1333,191.786,116.852,5,cluster5
1334,192.382,128.013,5,cluster5
1335,193.626,133.698,5,cluster5
1336,194.39,114.376,5,cluster5
1337,195.738,135.992,5,cluster5
1338,198.6,155.586,5,cluster5
1339,199.467,135.352,5,cluster5
1340,200.434,114.484,5,cluster5
1341,203.988,141.826,5,cluster5
1342,206.186,119.585,5,cluster5
1343,206.79,126.155,5,cluster5
1344,207.826,144.105,5,cluster5
1345,208.591,129.315,5,cluster5
1346,211.667,148.61,5,cluster5
1347,212.739,151.245,5,cluster5
1348,213.784,159.809,5,cluster5
1349,216.198,138.852,5,cluster5
1350,217.273,132.778,5,cluster5
1351,219.627,133.476,5,cluster5
1352,220.024,150.138,5,cluster5
1353,221.087,124.243,5,cluster5
1354,221.448,112.89,5,cluster5
1355,222.243,128.54,5,cluster5
1356,223.322,146.254,5,cluster5
1357,225.3,119.518,5,cluster5
1358,226.192,115.616,5,cluster5
1359,227.152,111.342,5,cluster5
1360,228.003,115.449,5,cluster5
1361,229.062,118.111,5,cluster5
1362,231.865,119.5,5,cluster5
1363,232.564,123.819,5,cluster5
1364,233.056,159.382,5,cluster5
1365,233.971,122.505,5,cluster5
1366,235.537,139.907,5,cluster5
1367,236.322,150.657,5,cluster5
1368,237.016,144.844,5,cluster5
1369,238.188,151.559,5,cluster5
1370,238.685,156.991,5,cluster5
1371,240.516,150.911,5,cluster5
1372,242.275,148.436,5,cluster5
1373,242.966,156.867,5,cluster5
1374,243.745,144.246,5,cluster5
1375,244.482,156.06,5,cluster5
1376,244.964,156.2,5,cluster5
1377,246.113,148.951,5,cluster5
1378,246.408,153.451,5,cluster5
1379,248.583,110.92,5,cluster5
1380,249.141,141.036,5,cluster5
1381,249.995,130.426,5,cluster5
1382,251.757,134.636,5,cluster5
1383,252.769,149.487,5,cluster5
1384,254.687,119.377,5,cluster5
1385,254.895,159.468,5,cluster5
1386,255.668,135.436,5,cluster5
1387,256.683,135.129,5,cluster5
1388,257.022,148.442,5,cluster5
1389,258.886,143.29,5,cluster5
1390,261.13,150.724,5,cluster5
1391,261.35,123.095,5,cluster5
1392,262.475,151.48,5,cluster5
1393,263.424,154.39,5,cluster5
1394,264.568,132.859,5,cluster5
1395,265.271,136.056,5,cluster5
1396,265.645,148.981,5,cluster5
1397,266.535,126.489,5,cluster5
1398,268.389,149.466,5,cluster5
1399,268.992,128.756,5,cluster5
1400,270.461,159.535,5,cluster5
1401,272.095,116.329,5,cluster5
1402,272.8,131.06,5,cluster5
1403,273.96,112.132,5,cluster5
1404,274.629,126.368,5,cluster5
1405,275.433,159.832,5,cluster5
1406,276.017,155.483,5,cluster5
1407,276.4,147.304,5,cluster5
1408,277.327,152.237,5,cluster5
1409,278.876,160.939,5,cluster5
1410,280.239,133.911,5,cluster5
1411,280.972,135.362,5,cluster5
1412,281.773,151.874,5,cluster5
1413,282.664,137.674,5,cluster5
1414,285.095,110.859,5,cluster5
1415,286.109,146.389,5,cluster5
1416,287.04,161.174,5,cluster5
1417,287.998,162.888,5,cluster5
1418,288.741,127.745,5,cluster5
1419,289.269,146.349,5,cluster5
1420,290.278,120.803,5,cluster5
1421,290.594,126.369,5,cluster5
1422,291.729,141.952,5,cluster5
1423,292.221,147.908,5,cluster5
1424,293.231,160.734,5,cluster5
1425,294.203,111.993,5,cluster5
1426,294.478,144.722,5,cluster5
1427,297.582,126.619,5,cluster5
1428,298.336,152.056,5,cluster5
1429,300.213,149.197,5,cluster5
1430,300.479,111.716,5,cluster5
1431,301.491,125.282,5,cluster5
1432,301.988,147.122,5,cluster5
1433,303.514,128.15,5,cluster5
1434,304.495,148.12,5,cluster5
1435,304.844,150.956,5,cluster5
1436,305.023,146.022,5,cluster5
1437,305.32,117.454,5,cluster5
1438,306.886,158.827,5,cluster5
1439,308.903,133.036,5,cluster5
1440,309.514,108.966,5,cluster5
1441,310.989,149.599,5,cluster5
1442,312.728,131.854,5,cluster5
1443,313.972,138.096,5,cluster5
1444,314.744,123.795,5,cluster5
1445,315.034,162.594,5,cluster5
1446,318.113,119.776,5,cluster5
1447,318.642,125.897,5,cluster5
1448,320.046,142.62,5,cluster5
1449,321.235,110.232,5,cluster5
1450,323.767,137.205,5,cluster5
1451,325.108,149.343,5,cluster5
1452,326.088,157.696,5,cluster5
1453,326.944,115.167,5,cluster5
1454,327.722,108.153,5,cluster5
1455,328.09,119.36,5,cluster5
1456,328.568,125.463,5,cluster5
1457,328.882,133.027,5,cluster5
1458,329.07,130.705,5,cluster5
1459,331.298,150.178,5,cluster5
1460,332.78,117.426,5,cluster5
1461,332.962,139.875,5,cluster5
1462,333.176,142.43,5,cluster5
1463,334.072,145.903,5,cluster5
1464,334.732,118.522,5,cluster5
1465,335.609,112.523,5,cluster5
1466,336.048,106.842,5,cluster5
1467,336.464,109.636,5,cluster5
1468,337.301,121.584,5,cluster5
1469,338.975,142.92,5,cluster5
1470,340.076,140.209,5,cluster5
1471,340.733,130.657,5,cluster5
1472,341.432,148.501,5,cluster5
1473,342.143,135.803,5,cluster5
1474,342.561,118.268,5,cluster5
1475,342.76,159.119,5,cluster5
1476,343.347,120.624,5,cluster5
1477,345.759,112.959,5,cluster5
1478,346.177,142.695,5,cluster5
1479,347.01,162.25,5,cluster5
1480,348.324,155.248,5,cluster5
1481,348.847,121.319,5,cluster5
1482,349.27,104.102,5,cluster5
1483,350.268,155.018,5,cluster5
1484,351.355,130.904,5,cluster5
1485,352.184,116.145,5,cluster5
1486,352.6,153.59,5,cluster5
1487,353.529,165.407,5,cluster5
1488,353.965,109.725,5,cluster5
1489,354.898,104.62,5,cluster5
1490,355.471,131.498,5,cluster5
1491,356.412,115.175,5,cluster5
1492,357.903,159.996,5,cluster5
1493,358.739,148.101,5,cluster5
1494,359.707,110.247,5,cluster5
1495,360.877,135.827,5,cluster5
1496,361.789,151.029,5,cluster5
1497,362.986,105.904,5,cluster5
1498,363.991,161.374,5,cluster5
1499,364.349,124.248,5,cluster5
1500,365.072,123.332,5,cluster5
1501,365.712,109.745,5,cluster5
1502,366.139,161.967,5,cluster5
1503,367.357,157.376,5,cluster5
1504,368.109,148.878,5,cluster5
1505,370.159,132.535,5,cluster5
1506,370.341,122.888,5,cluster5
1507,371.905,151.124,5,cluster5
1508,372.141,146.876,5,cluster5
1509,372.809,101.883,5,cluster5
1510,373.572,124.196,5,cluster5
1511,374.806,110.627,5,cluster5
1512,375.012,166.118,5,cluster5
1513,375.493,148.985,5,cluster5
1514,375.997,128.038,5,cluster5
1515,376.54,115.948,5,cluster5
1516,377.539,134.109,5,cluster5
1517,379.408,133.052,5,cluster5
1518,379.881,147.462,5,cluster5
1519,380.49,164.797,5,cluster5
1520,380.935,116.036,5,cluster5
1521,381.989,104.546,5,cluster5
1522,382.408,128.653,5,cluster5
1523,383.107,109.26,5,cluster5
1524,383.366,158.673,5,cluster5
1525,383.876,166.926,5,cluster5
1526,384.802,112.571,5,cluster5
1527,385.689,126.766,5,cluster5
1528,386.499,126.074,5,cluster5
1529,386.875,149.056,5,cluster5
1530,388.105,141.878,5,cluster5
1531,389.451,102.493,5,cluster5
1532,391.529,106.554,5,cluster5
1533,392.474,158.959,5,cluster5
1534,393.363,160.461,5,cluster5
1535,393.913,162.008,5,cluster5
1536,394.391,144.514,5,cluster5
1537,394.913,107.693,5,cluster5
1538,395.405,137.845,5,cluster5
1539,395.852,135.215,5,cluster5
1540,396.776,119.499,5,cluster5
1541,397.641,139.632,5,cluster5
1542,399.164,105.794,5,cluster5
1543,399.918,165.557,5,cluster5
1544,401.254,134.953,5,cluster5
1545,402.096,162.859,5,cluster5
1546,402.61,108.187,5,cluster5
1547,403.609,147.19,5,cluster5
1548,405.196,157.791,5,cluster5
1549,405.949,154.721,5,cluster5
1550,406.65,161.996,5,cluster5
1551,408.269,136.817,5,cluster5
1552,409.474,109.904,5,cluster5
1553,411.081,110.178,5,cluster5
1554,412.274,164.404,5,cluster5
1555,413.416,142.217,5,cluster5
1556,413.929,153.953,5,cluster5
1557,414.675,155.706,5,cluster5
1558,415.76,158.422,5,cluster5
1559,415.947,148.758,5,cluster5
1560,417.508,159.855,5,cluster5
1561,418.315,141.355,5,cluster5
1562,419.537,148.749,5,cluster5
1563,420.437,134.559,5,cluster5
1564,420.996,156.976,5,cluster5
1565,421.305,104.089,5,cluster5
1566,421.528,107.615,5,cluster5
1567,423.015,155.494,5,cluster5
1568,423.708,124.388,5,cluster5
1569,424.648,154.398,5,cluster5
1570,425.93,147.334,5,cluster5
1571,426.891,113.192,5,cluster5
1572,427.803,109.824,5,cluster5
1573,429.384,98.402,5,cluster5
1574,429.747,111.753,5,cluster5
1575,430.327,117.361,5,cluster5
1576,431.114,166.059,5,cluster5
1577,431.724,114.938,5,cluster5
1578,432.267,156.525,5,cluster5
1579,432.536,117.196,5,cluster5
1580,433.09,104.252,5,cluster5
1581,434.12,115.038,5,cluster5
1582,435.246,158.305,5,cluster5
1583,435.818,162.484,5,cluster5
1584,436.959,147.122,5,cluster5
1585,438.152,137.398,5,cluster5
1586,438.75,98.508,5,cluster5
1587,439.579,169.047,5,cluster5
1588,439.691,141.413,5,cluster5
1589,440.249,117.888,5,cluster5
1590,442.137,130.39,5,cluster5
1591,442.7,167.665,5,cluster5
1592,443.017,137.065,5,cluster5
1593,443.897,163.984,5,cluster5
1594,444.519,96.789,5,cluster5
1595,445.233,127.048,5,cluster5
1596,445.52,112.532,5,cluster5
1597,446.048,104.647,5,cluster5
1598,446.788,124.089,5,cluster5
1599,447.624,107.356,5,cluster5
1600,448.034,107.531,5,cluster5
1601,448.515,169.29,5,cluster5
